nomeFantasia,previsao_risco
Max Simpson,0
Jamie Edwards,1
William Hart,0
Joel Flynn,0
George Smith,0
Adam Hill,1
Sean Ali,0
Paige Davies-Simpson,0
Liam Hall,1
Dr. Peter Bryan,0
Stanley Saunders,1
Dr. Elliott Hughes,0
Stanley Saunders,0
Marie Barrett,0
Stanley Saunders,0
Beverley Price,0
Mrs. Frances Buckley,0
Fiona Noble,1
Joe Knight,0
Jordan Robinson,0
Nigel Smith,1
Dr. Simon Williams,1
Jemma Nolan,0
Neil Dale,0
Andrew Noble,0
Mitchell Jarvis,0
Mr. Guy Lamb,0
Sarah Hughes-Wright,0
Paige Davies-Simpson,0
Jennifer Freeman-Barrett,0
Judith Davies,1
Gerald Jones-Wilson,0
Alexandra Bailey,0
Ashleigh Byrne-Bradley,0
Mrs. Beverley Khan,0
Marian Day,0
Elaine Hawkins,1
Sean Ali,0
Judith Davies,0
Elaine Hawkins,1
Gerard Walker,0
Lorraine Hughes,0
Jacqueline Rowe,0
Ben Russell,0
Ms. Rosie Greenwood,0
Harry Robinson,0
Kathleen Turner,1
Mr. Wayne Holloway,1
Harry Robinson,0
Mr. Bryan Johnson,0
Ronald Wood,0
Mr. Vincent West,0
Luke Collier,0
Leah Reid,0
Henry Norton,0
Robin Howe-Quinn,0
Mr. Lawrence Williams,0
Dr. Kieran Morris,1
William Hart,0
Hannah Bennett,1
Dr. Peter Bryan,0
Tony Cooper-Clarke,0
Hannah Bennett,0
Bernard Brown,0
Marilyn Holden,0
Keith Phillips,0
Hazel Lord,0
Michelle Bailey,1
Mrs. Heather Williams,1
Chelsea Scott,0
Marilyn Holden,0
Adam Hill,1
Robin Finch-Dennis,1
Denise Parsons,0
Mrs. Sharon Scott,1
Denise Shaw-Jordan,0
Jordan Stevens,0
Dr. Matthew Austin,1
Marie Chapman,0
Janice Davis,0
Dr. Bruce Gould,0
Georgia Kent,0
Duncan Charlton,0
Miss Samantha Nash,0
Lorraine Fox-Evans,0
Amelia Baker,0
June Moore-Sanderson,0
Mrs. Shirley Davies,0
Holly Smith-Ahmed,0
Jennifer Little-Allan,0
Cheryl Lee,1
Mr. Antony Richardson,0
Dr. Stewart Waters,0
Jake Bradley,0
Francesca Baker,0
Mr. Terry Thompson,0
Mr. Joseph Robinson,1
Mary Harrison,1
Dr. Nicholas Phillips,1
Cheryl Lee,0
Dale Knight,0
Dr. Roy Thompson,0
Dr. Vanessa Patel,1
Rita Simmons,0
Ben Brown,0
Max Atkinson,0
Marilyn Holden,0
Robin Finch-Dennis,0
Brett Young-Marshall,1
Miss Joanne Wilson,0
Lisa Abbott-Oliver,0
Mrs. Kathleen Taylor,0
Ms. Francesca Coates,0
Reece Coleman,0
Stephen Murphy,0
Joel Pearson,0
Wayne Parsons,0
Carly Campbell,0
Abdul Wood,0
Dr. Brandon Hawkins,0
Melanie Barber-Jones,0
Alex Davies-Parsons,0
Mark Martin,1
Jane Lewis,0
Mrs. Danielle Griffiths,0
Keith Holt,0
Fiona Wade,1
Matthew Smith-Barlow,0
Miss Nicola Smith,0
Ms. Carol Stevenson,0
Marian Dawson-Leonard,0
Francesca Baker,0
Francis Cross-Gibson,0
Gordon Richards,0
Nigel Archer-Hicks,1
Rachel Hussain-Brady,0
Joel Woods,0
Raymond Parker,1
Mark Martin,0
Simon Begum-Ward,0
Ms. Pauline Sinclair,1
Antony Mitchell,0
Dr. Megan Heath,0
Frank Wilson,1
Jay Gibbs-Berry,0
Mr. Eric O'Brien,0
Sharon Leonard,0
Dr. Ronald White,0
Dawn Phillips,1
Keith Taylor,1
Keith Taylor,1
Gail O'Brien-Oliver,1
Pamela Owens-Moran,1
Jacqueline Morley,0
Miss Kelly Moss,0
Sean Ali,0
Paige Davies-Simpson,0
Ms. Alison Brennan,0
Ms. Ann Allen,1
Simon Begum-Ward,0
Mr. Callum Richards,1
Patricia Parker,0
Mr. Toby Fuller,0
Bethan McDonald,0
Jeremy Wright,1
Charles Jones-Roberts,1
Jake Bradley,0
Ms. Debra Leach,0
Elaine Bray-Chapman,0
Elaine Bray-Chapman,0
Mrs. Kathleen Taylor,0
Dr. Marian Horton,0
Dean Price,1
Peter Sutton,0
Jake Douglas,1
Elaine Hughes,0
Judith Roberts,0
Dr. Max Kemp,0
Mr. Harry Simpson,0
Ms. Marilyn Macdonald,1
Guy Miles-Short,0
Jenna King,0
Tracy Collins,0
Pauline Todd,1
Harry Finch,0
Dr. Russell Lewis,0
Dominic Taylor,1
Angela Williams,1
Dominic Taylor,1
Dale Lowe,0
Brandon Hunt,1
Jay Williams,0
Paige Smith-White,0
Miss Pauline Fitzgerald,0
Mr. Brett Kelly,0
Stephanie Hunter,0
Clifford Jones-Gill,1
Kim Randall,1
Kelly Taylor,0
Dr. Alan Hughes,1
Dr. Simon Howard,1
Oliver Bennett,0
David Kelly,0
Carole Davis,0
Marion Wells-James,0
Ms. Chelsea Winter,1
Dr. Peter Bryan,0
Rachael Bradshaw,0
Fiona Bates,0
Dr. Holly Smith,0
Ricky Bartlett,0
Eleanor Wilson,1
Miss Diane Hughes,0
Clifford Jones-Gill,1
Melissa Spencer,1
Raymond Patel,0
Mr. Iain Sykes,0
Leslie Horton,0
Timothy Ali,1
Caroline Hale,0
Adam Hill,1
Dr. Mitchell Walton,0
Mr. Callum Richards,0
Dean Price,1
Mrs. Olivia Taylor,0
Louise Gordon,0
Ricky Fraser,1
Dominic Taylor,1
Sylvia Butler,0
Ms. Marilyn Macdonald,0
Joshua Patel,0
Dr. Harry Wheeler,0
Jordan Robinson,0
Christian Ross,0
Lynn Abbott,0
Alison Stone,0
Dr. Jeffrey Griffiths,1
Ricky Fraser,0
Mr. Howard Clark,0
Kathleen Wallis,0
Mr. Ricky Shaw,1
Donald Bruce,0
Yvonne Gregory,1
Shane Mann,1
Ms. Donna Smith,0
Vincent Stephenson,1
Mrs. Janet Higgins,0
Dr. Peter Bryan,0
Mr. Charlie Reed,0
Rebecca Freeman,0
Colin Butcher,1
Jonathan Webb,1
Jonathan Webb,1
June Rose,0
Kathleen Wallis,0
Dean Price,1
Ms. Rachel Morley,0
Jemma Hawkins,1
Jemma Hawkins,1
Mr. Cameron Burke,1
Andrea Cooper-Elliott,0
Andrea Butler,0
Leigh Stone,0
Timothy Pearson,0
Ricky Moore,0
Dr. Jeremy Cooper,0
Brenda Davis,0
Oliver Ali,0
Dale Knight,0
Katy Holmes,0
Holly Carroll,0
Megan White,0
Mrs. Jasmine Lynch,1
Donald Bruce,0
Megan White,0
Dr. Joe Osborne,0
Dr. Ricky Thorpe,0
Norman Allen,0
Jay Hurst,0
Jay Russell,1
Dr. Christian Smith,1
Diana Roberts,0
Marc Bibi-Jones,0
Marilyn Naylor,0
Denise Shaw-Jordan,0
Jay Russell,1
Jay Russell,1
Mrs. Valerie Edwards,0
Ricky Smith,1
Alex Morgan-Kirk,0
Jacob Morgan-Fisher,0
Aimee Whitehead-Kennedy,1
Aimee Whitehead-Kennedy,0
Andrew Marshall,0
Frederick Patel,0
Dr. Sarah Turner,0
Holly Collins,0
Dr. Pauline Stewart,0
Toby Richards,0
Holly Collins,0
Charlie Woodward-Martin,0
Sylvia Wilson,0
Liam Harper,1
Maria Johnson-Lewis,0
Dr. Eric Mills,1
Beverley Price,0
Charlotte Mills,0
Alexandra Williams,0
Mrs. Katy Saunders,0
Liam Harper,0
Melissa Spencer,1
Toby Wright,1
Mandy Farrell,0
Sylvia Roberts,0
Amanda Stone,0
Ricky Gibbons,0
Philip Thompson-Martin,0
Matthew White,1
Dr. Mitchell Walton,0
Mitchell Connolly,0
Bryan Todd,1
Frank Marsden,0
Miss Donna Smith,0
Richard Fisher,0
Mr. Ben Hughes,0
Mr. Denis Gibbs,0
Alison Davidson,0
Dr. Joe Osborne,0
Linda Bradley,0
Alison Davidson,0
Abdul Phillips,0
Adam Quinn-Howard,1
Arthur Thompson,0
Hannah Bennett,0
Adam Quinn-Howard,1
Mr. Kenneth Woodward,0
Damien Grant,0
Miss Ellie Kelly,0
Marilyn Naylor,0
Joanne Adams,0
Gregory Shaw,0
Mr. Brian James,0
Mr. Kenneth Woodward,1
Mr. Kenneth Woodward,0
Ms. Gemma Parker,0
Teresa Parkinson,0
Anna Chambers,0
Douglas Francis,0
Dr. Philip Weston,0
Mr. Kenneth Woodward,0
Dr. Malcolm Young,0
John Barrett,0
Anne Welch-Campbell,0
Roger Morrison,0
Abdul Webb,1
Neil Powell,0
Ellie Byrne,0
Elaine Ford,1
Andrew Brown,0
Danielle Jackson,0
Bryan Todd,1
Ellie Davies-Skinner,0
Dale Lowe,0
Elizabeth Harrison-Davis,0
Dr. David Rees,0
Elaine Ford,1
Dale Lowe,1
Jodie Glover,0
Frank Wilson,1
Kenneth Lynch,0
Miss Heather Taylor,0
Dale O'Sullivan,0
Simon Alexander,0
Dale Lowe,0
Oliver Robinson,0
Jack Ellis-Hawkins,0
Lee King,0
Jamie Edwards,1
Jamie Edwards,0
Elaine Ford,1
Elaine Ford,1
Amber Hilton,0
Jodie Glover,0
Dr. Lindsey Evans,0
Elizabeth Harrison-Davis,0
Oliver Robinson,0
Michelle Randall,0
Alexandra Bailey,0
Zoe Watkins,0
Leon Smith,0
Elaine Ford,1
Mr. Ricky Williams,0
Anne Welch-Campbell,1
Anne Welch-Campbell,1
Amelia Hall-Fox,0
Mrs. Dorothy Wall,0
Linda Baxter,0
Mr. Leon Smith,0
Kathryn Wyatt-Carr,0
Gillian Mason,0
Graeme Turnbull,1
Graeme Turnbull,0
Mr. George Jenkins,0
Edward Griffiths-Naylor,1
Edward Griffiths-Naylor,0
Leslie Foster,0
Malcolm Wells,0
Beth Arnold,0
Mrs. Sharon Fox,0
Geoffrey Pritchard,1
Julie Welch,1
Hugh Chapman,0
Terry White,0
Martyn Griffiths,0
Timothy Shaw,0
Barbara Saunders,0
Justin Kay,0
Leah Morley,0
Reece Kelly,1
Natalie King,0
Mr. Iain Sykes,0
Rebecca Hall,0
Janice Hale-Jones,0
Nicholas Johnston,0
Janice Gill,1
Denis Johnson,0
Mr. Garry Green,1
Toby Nicholson,0
Jenna Jennings,1
Christopher Ball-Thornton,0
Mohamed Woodward,0
Connor Ashton-Jones,0
Dean French,0
Georgia Booth,1
Mr. Arthur Shah,1
Mrs. Molly Barlow,0
Louis Cooper,1
Ryan Andrews-Turner,1
Ms. Zoe Ryan,1
Mr. Bradley Rice,0
Antony Bennett,0
Ms. Nicola Adams,1
Lynne Rees,0
Sylvia Morris,1
Gail Smith,1
Paige Matthews,0
Linda Cook,0
Miss Yvonne Peters,0
Dr. Simon Williams,1
Dr. Julia Mills,1
Jemma Hawkins,1
Andrea Wade-Stewart,0
Dr. Stephen Owen,0
Billy Bolton,1
Annette Perkins,1
Mr. Glenn Pugh,0
Dr. Roger Law,0
Mr. Glenn Kent,0
Billy White-Thomas,1
Beth Williams,0
Dr. Edward Stevenson,1
Jayne Bentley,0
Sarah Singh,0
Shirley Hanson-Harrison,0
Ms. Jodie Ward,0
Mr. Wayne Holloway,1
Denis Charlton,1
Sian Gibson-Harding,1
Dr. Charles Watts,1
Francesca Graham,0
Natasha Hussain,0
Scott Taylor,1
Judith Fowler,0
Dale Moore,0
Maureen Roberts,1
Dr. Edward Stevenson,0
Lynda Wood,0
Charles Cox,0
Brenda Begum,0
Katie Bevan,0
Alison Bibi-Singh,0
Karl Thomas,0
Hannah Martin,0
Denis Taylor,0
Conor Hayes,1
Margaret White-Jones,1
Jane Leonard,1
Henry White,0
Gavin Singh,1
Miss Amelia Cross,0
Gemma Roberts,0
Carole Pickering,0
Diane Moore,1
Dr. Mitchell Jones,1
Mr. Stephen Mitchell,0
Valerie Dodd,0
Mrs. Judith Brown,0
Chelsea Singh,0
Andrew Lane-Barry,0
Grace Robinson-Pollard,0
Margaret Bailey,0
Lauren Wilkinson,1
Miss Suzanne Russell,1
Dr. Charles Thompson,0
Mr. Robin Patel,0
Mohamed Rose,0
Martin Hall,0
Grace Lambert,0
Miss Jennifer Shepherd,0
Colin Williams,0
Hilary Davis,0
Mohamed Kelly,0
Mr. Charles Thomas,0
Dr. Raymond Reynolds,0
Hilary Wilson,0
Mandy Blake,1
Mandy Blake,0
Mr. Stanley Pearson,0
Donna Wood,0
Geraldine Bibi,1
Amanda Thomas,0
Ms. Nicola Coates,0
Julian Brown,0
Gerard Jones,0
Carolyn Hale,0
Karl Phillips,0
Nathan Hunt,0
Marcus Thomas-Marshall,0
Gregory King,0
Ms. Sophie Perry,0
Joanna Hall,1
Joanna Hall,0
Mr. Lee Reynolds,1
Alison Davidson,0
Kenneth Thomson,0
Mr. Peter Browne,0
Paul Jackson,0
Miss Alexandra Graham,0
Ricky Rogers,0
Beverley Marshall-Archer,0
Danielle Baker,0
Guy Gibson,0
Lindsey Daniels-Scott,0
Joel Wilkinson,0
Natalie Edwards,0
Mr. Guy Lamb,1
Kelly Gibson,0
Dr. Stephen Field,0
Janet Owen,1
Terence O'Connor,1
Janet Owen,1
Dr. Philip Weston,0
Douglas Francis,0
Dr. Eleanor Holland,0
Victoria Harper,1
Bernard Hurst,0
Dr. Barry Johnson,0
Mr. Alan Martin,1
Mr. Robert Hughes,0
Karl Khan,0
Dr. Frederick Cooper,1
Marion Cook,0
Scott Lewis,1
Mr. Toby Palmer,1
Ms. Jodie Ward,0
Dr. Lewis Wilkinson,1
Linda Bradley,0
Mr. Richard Andrews,1
Denise Harrison,0
Elliott Jones,0
Nicola Hall,0
Dr. Conor Stokes,0
Ashleigh Johnston,0
Miss Sharon Peters,0
Deborah Scott-Spencer,0
Joel Flynn,0
Dr. Eric Ashton,0
Dr. Julia Mills,1
Natasha Powell,0
Nicholas Talbot-Leonard,0
Mrs. Kirsty Collins,1
Jordan Robinson,1
Ms. Katy Smith,0
Dr. Henry Lowe,1
Charles Hughes,1
Nicola Vaughan,0
Abdul Macdonald,1
Charles Hughes,0
Nicola Vaughan,0
Abdul Macdonald,0
Dr. Stacey Barnes,0
Miss Sandra Green,1
Miss Sandra Green,0
Stacey West,1
Gordon Parker,0
Dr. Mitchell Price,0
Joshua Jones,0
Jenna Hughes-Griffiths,0
Caroline Rhodes,0
Iain Brown-Taylor,1
Dr. Simon Howard,1
Ellie Singh,1
Louis Cooper,1
Reece Rogers,1
Donald Bruce,0
Mr. Joshua Bell,0
Dr. Julia Mann,0
Declan Richardson-Jones,0
Charles Jones,1
Gail O'Brien-Oliver,1
Natasha Jones,1
Natasha Jones,1
Mr. Patrick Adams,0
Graeme Storey,0
Bryan Todd,1
Jade Newton,0
Dennis Hughes,0
Bryan Todd,1
Clifford Evans,0
Reece Gallagher,0
Dr. Jeffrey Saunders,0
Andrew Lane-Barry,0
Dr. Jeffrey Saunders,0
Charles Jones,0
Donald Bailey-Owens,0
Kyle Bull,0
Dr. Julia Mann,0
Judith Fowler,0
Josephine Ford,0
Kim Knight,0
Martin Price,0
Annette Perkins,1
Amy Barry-White,1
Mr. Kenneth Richards,0
Donald Bailey-Owens,0
Louis Cooper,1
Mr. Patrick Adams,0
Natasha Powell,0
Carly Ahmed,0
Sam Simpson,0
Ronald Payne,1
Mr. Wayne Moore,0
Sandra Davies,1
Dennis Smith,0
Dennis Smith,0
Ellie Byrne,0
Garry Smith-Noble,0
Graham Thorpe,1
Mr. Kevin Pearson,0
Dr. Julia Mann,0
Bryan Todd,1
Dawn Lloyd-Wilkinson,0
Mr. Garry Green,0
Michelle Bailey,1
Andrea Murphy,0
Dr. Eric Mills,1
Aimee Whitehead-Kennedy,0
Gerard Gordon,0
Mrs. Danielle Griffiths,0
Charlie Knight,0
Mr. Craig Jones,1
Mr. Craig Jones,0
Lynda Lewis-Akhtar,1
Pamela James,0
Lynda Lewis-Akhtar,1
Pamela James,1
Pamela James,1
Mr. Cameron Burke,0
Graeme Cook,0
Lynda Lewis-Akhtar,1
Mr. Cameron Burke,1
Rachael Hammond,0
Hilary Patel,0
Neil Powell,0
Ellie Byrne,0
Graham Thorpe,0
Dr. Jeffrey Saunders,0
Dr. Justin Robertson,0
Dr. John Reynolds,0
George Henderson,1
Leah Fitzgerald,0
Dr. Ricky Fisher,0
Victor Scott,0
Nathan Jones,0
Sandra Anderson,0
Adrian Richardson,0
June Rogers,0
Adam Quinn-Howard,1
Mr. Kevin Pearson,0
Dr. Marian Horton,0
Alice Watson-Berry,1
Adam Quinn-Howard,1
Alice Watson-Berry,0
Mr. Connor Booth,0
Dr. Jeffrey Saunders,0
Barbara Holmes,0
Carl Martin,0
Jade Wilson,0
Ryan Dodd-Clarke,0
Natalie Oliver,0
Duncan Walker,0
Joanna James,0
Leah Oliver,1
Naomi Bates-Thomas,0
Leah Oliver,1
Mandy Stewart,1
Tony Cooper-Clarke,0
Pauline Knowles,0
Douglas Francis,0
Victor Stokes,0
Ashley Manning,1
Ashley Manning,0
Sharon Williams,0
Mandy Stewart,0
Bethany Ball,0
Ms. Rosie Greenwood,0
Brenda Begum,1
Dr. Kathryn McDonald,0
Ann Jackson,0
Trevor Read,0
Melissa Goodwin,0
Dr. Francesca Jones,0
Miss Nicole Baldwin,1
Dr. Sophie Green,0
Ms. Gail Hill,0
Fiona Birch-Jackson,0
Ricky Smith,1
Dr. Julia Mann,0
Dr. Philip Weston,0
Harriet Jones,0
Dr. Charles Watts,1
Chelsea White,0
Clare Barker-Parker,1
Ms. Angela Hall,0
Karen Sinclair-Grant,1
Dr. Christopher Saunders,0
Dr. Christopher Saunders,0
Gregory King,0
Mr. Patrick Atkinson,0
Denis Taylor,0
Victor Davidson,0
Nigel Archer-Hicks,0
Dennis Davies,0
Guy Ross,0
Maria Brown,0
Karen Sinclair-Grant,0
Elaine Kaur,0
Dr. Katherine Richardson,0
Mr. Ricky Williams,0
Dr. Caroline Ali,0
Rosemary Watts,1
Julie Foster,0
Clifford Fletcher,0
Miss Nicole Baldwin,0
Maria Johnson-Lewis,0
Charles Hughes,0
Lewis Harris,1
Deborah Barber,0
Dr. Frederick Cooper,1
Rosemary Watts,0
Matthew White,0
Miss Frances Bull,1
Miss Andrea Watson,1
Paula Potts-Quinn,0
Marc Williams,0
Robin Thomas-Hewitt,0
Alex May,0
Dr. Matthew Wright,1
Ms. Laura Jones,0
Aaron Turner,0
Max Simpson,0
Scott Lewis,1
Abdul Middleton,0
Judith Patel,0
Dorothy Brown,1
Elliot Welch,0
Douglas Peacock,0
Stephen Stevens,0
Lucy Akhtar,0
Miss Katie Turner,1
Dr. Paul Blake,0
Derek Kelly-Barker,0
Dr. Matthew Wright,1
Dr. Katherine Richardson,0
Shannon Moore,1
Clare Barker-Parker,1
Sarah Williams,0
Dr. Judith Smith,0
Mr. John Simpson,1
Mrs. Beverley Khan,1
Melissa Clark,0
Peter Black,0
Dr. Jonathan Akhtar,0
Caroline Smith,1
Duncan Walker,0
Yvonne Dixon,0
Dawn Phillips,0
Dr. Raymond Reynolds,0
Dale Scott,0
Mrs. Sally Berry,0
Karen Reynolds,0
Matthew Gordon,0
Joe Rowe-Jennings,1
Dr. Raymond Reynolds,0
Jane May,0
Dale O'Sullivan,0
Mr. Norman Stokes,0
Mrs. Jacqueline Watkins,0
Mohammad Barker-Cross,0
Mr. Shaun Gough,0
Darren Yates-Martin,0
Mrs. Michelle Stephens,1
Dr. Max Robertson,0
Gerard Gordon,0
Mr. Kieran Pugh,0
Dr. Jonathan Akhtar,0
Dr. Andrea Wright,0
Martin Price,0
Dr. Joanna Parsons,1
Leigh Stone,0
Terence Nicholls,0
Connor Lloyd,0
Luke Mitchell-Bates,1
Jayne Bentley,0
Miss Carolyn Smith,0
Lynne Fisher,0
Luke Mitchell-Bates,0
Kyle Bull,0
Clare Barker-Parker,1
Georgina Edwards,0
Duncan Walker,1
Adam Quinn-Howard,1
Alison Davidson,0
Dr. Matthew Wright,0
Dawn Phillips,0
Frances Doyle,1
Trevor Thompson-Graham,1
Trevor Thompson-Graham,0
Mrs. Abigail Harris,0
Dr. Sean Warner,0
Douglas Brown,0
Marilyn Holden,1
Dr. Max Robertson,1
Dr. Max Robertson,0
John Connolly-Davey,1
Mohammed Davies,0
Lydia Whitehouse,0
Dr. Louise Hancock,1
Karen Sinclair-Grant,0
Billy Barrett,1
Billy Barrett,1
Dr. Julia Mills,1
Alexander Harper,0
Dr. Vincent Forster,0
Ashleigh Byrne-Bradley,1
Janet Owen,1
Terence O'Connor,1
Ms. Kimberley Foster,0
Ms. Kimberley Foster,1
Marilyn Holden,0
Mrs. Beverley Khan,0
Mrs. Shirley Davies,0
Dr. Ellie Davey,0
Guy Gibson,0
Tina Day-Walker,1
Dawn Phillips,0
Ashleigh Byrne-Bradley,0
Oliver Ali,0
Dr. Lynne Taylor,0
Patricia Kennedy,1
Jacqueline Rowe,0
Lorraine Hughes,0
Ms. Kate Forster,0
Dr. Clive White,0
Charles Harvey,0
Andrew Jennings,0
Nicola Wells,0
Marilyn Holden,0
Mr. Raymond Moore,0
Dominic Stephenson-Potter,1
Miss Amber Wood,0
Maurice James,0
Joanne Johnson,0
Pauline Phillips,0
Donald Bruce,0
Nicole Evans,0
Geraldine Pope-Palmer,0
Jayne Kaur,0
Dr. Geraldine Ali,0
Denise Jones,0
Carl Hill,0
Ms. Rita Butler,1
Dr. Judith Smith,0
Hugh Chapman,0
Frank Hughes,1
Toby Coleman,0
Michael Richardson,0
Kirsty Shaw,0
Ms. Geraldine Jenkins,0
Mohamed Davies,1
Beverley Quinn,1
Rachel Ali-Baker,0
Paula Jackson-Kent,0
Ms. Elizabeth Hicks,1
Angela Martin,0
Marion Murphy,0
Mr. Charlie Reed,0
Melissa Woods,1
Miss Katy Marsden,0
Sophie Davies-Weston,0
Dylan Russell,0
Mrs. Zoe O'Brien,0
Alex Lamb,1
Dennis Davies,0
Dr. Jamie Taylor,0
Dr. Charles Thompson,0
Dr. Pauline Stewart,0
Connor Barker-Taylor,0
Hannah Bennett,0
Josephine Dodd,0
Georgina Lawson,0
Julie Smith,0
Hollie Oliver-Davidson,1
Angela Martin,0
Michael Richardson,1
Miss Suzanne Russell,1
Ricky Gibbons,0
Anne Welch-Campbell,0
Mr. Trevor Parker,1
Nicola Wells,0
Joshua Patel,0
Ellie Byrne,0
Hannah Bennett,0
Ellie Curtis-Lewis,1
Dr. Alexandra Smith,0
Eleanor Browne,0
Douglas Francis,0
Dr. Philip Weston,0
Miss Suzanne Russell,1
Brett Marsh,0
Cheryl Lee,0
Maurice James,0
Denise Williams,0
Mr. Ronald Brown,0
Mr. Jeffrey Baxter,0
Kevin O'Donnell,0
Dr. Mary Stokes,1
Mrs. Margaret Nelson,1
Brett Marsh,0
Mr. Samuel Bentley,0
Mrs. Pamela Farrell,0
Henry Williams,0
Christopher Robinson-Harris,0
Cheryl Lee,0
Patricia Reynolds,0
Beth Jackson,1
Dr. Bernard Taylor,0
Jay Hurst,0
Carl Begum,0
Marie Chapman,0
Mathew Watson,0
Brian Bennett-Ryan,0
Mr. Trevor Parker,1
Dorothy Thompson,0
Joanne Adams,0
Joanna Quinn,0
Dr. Pauline Giles,0
Ms. Rosie Schofield,0
Linda Cook,0
Robin May,0
Mrs. Shannon Wilkinson,0
Connor Cox,0
Dr. Charles Thompson,0
Dale O'Sullivan,0
Arthur Kent-Owen,0
Lynne Alexander-Hill,0
Mary Clark,0
Mr. Norman Stokes,0
Hollie Phillips,0
Joel Roberts,0
Jayne Kaur,1
Jayne Kaur,0
Dylan Fox,0
Frank Carr,0
Denis Moore,0
Mr. Bernard Cooper,0
Miss Paige Burrows,0
Mr. Nigel Kelly,0
Laura Cole-Shah,1
Dr. Simon Howard,1
Adrian Evans,1
Miss Tracy Cole,0
Simon Williams,0
Jake Bradley,0
Jack Hall,1
Eleanor Wilson,1
Dr. Beverley Simmons,1
Miss Katy Marsden,0
Linda Bradley,0
Dr. Clive White,0
Sean Ali,0
Robin Thorpe,0
Roy Bennett,0
Dr. Reece Smith,0
Zoe Vaughan-Turner,1
Dr. Katherine Richardson,0
Nicole Harding,0
Sara Osborne,0
Ms. Leanne Short,0
Albert Morris,0
Harriet Campbell,1
Pamela Webb,0
Jordan Robinson,1
Dr. Ian Armstrong,1
Miss Shirley Burrows,1
Dr. Simon Howard,1
Dr. Simon Howard,1
Mohammed Daniels,0
Dr. Robert Smith,0
Scott Lewis,0
Dr. Janice Moss,0
Gillian Taylor,1
Scott Wilson,0
Margaret Jones,0
Abdul Macdonald,0
Nicola Vaughan,0
Bradley Williams-Taylor,1
Janet Owen,1
Janet Owen,0
Jay Rose-Berry,1
Geoffrey Young,0
Harry Finch,0
Lucy Rahman,0
Dr. Guy Clarke,1
Harriet Campbell,0
Rosemary Harris,0
Ms. Marilyn Saunders,0
Jemma Henry,0
Beth Jackson,0
Adrian Turner,0
Stephen Hardy,0
Dr. Damian Smith,0
Dr. Beverley Simmons,1
Joseph Lee,0
Hannah Bennett,0
Maria Johnson-Lewis,1
Dr. Beverley Simmons,1
Clifford Price,0
Joanne Holmes,0
Paige Robinson,0
Gregory Shaw,0
Susan Cooper,0
Danielle Gibson,0
Heather Carr-Marsden,0
Katie Leach-Barnes,0
Mrs. Sara Hunt,0
Abdul Wood,0
Geoffrey Smith,0
Graham Chamberlain,0
Roy Porter,0
Dr. Beverley Simmons,1
Gregory Shaw,0
Mr. Mohammed Goddard,1
Edward Jones,0
Ms. Angela Kaur,0
Dr. Guy Gallagher,0
Dr. Guy Clarke,0
Samuel Sykes,0
Marion Perry,0
Alex Clark,1
Dr. Louise Hancock,0
Miss Donna Harrison,0
Dr. Harry Wheeler,1
Mr. Elliot Jackson,1
Dr. Guy Gallagher,1
David Cartwright,0
Luke Collier,0
Cameron Hyde,0
Christian Hawkins-Bentley,0
Yvonne Garner,0
Joe Patterson,0
Kathleen Wallis,0
Holly Collins,0
Lauren Allen-White,0
Tom Robinson,0
Mr. Allan Andrews,0
Dean Price,1
Graeme Jordan,0
Katherine Brown,0
Dr. Simon Howard,0
Jonathan Fletcher,1
Mrs. Natalie Thomas,0
Dale Fox,0
Jodie White,0
Mrs. Barbara Shah,1
Alex Clark,0
Mr. Dylan Scott,0
Miss Sandra Stevens,0
Clifford Kennedy,1
Luke Wilson,1
Dale Scott,0
Mrs. Alexandra Akhtar,0
Lawrence Gardiner,0
Terry Cook,0
Ms. Lydia Russell,1
Teresa Quinn,0
Shaun Fuller,1
Lynda Wood,0
Billy Bolton,1
Dr. Bethan Newton,0
Dr. Albert Saunders,0
Yvonne Thornton,0
Dr. Bethany Stephens,0
Lynne Richardson,0
Abbie Welch,0
Lindsey Goodwin,0
Ms. Francesca Coates,0
Derek Hopkins,0
Nicole Hughes,0
Frank Hughes,0
Alex Reed,0
Alan Woodward,0
Louis Lowe,1
Glen Lynch,1
Steven Jennings,0
Toby Coleman,0
Joan Todd,0
Victoria Harper,1
Diana Lewis,0
Daniel Buckley-Carter,0
Paula Bennett,0
Elliot Thomas,1
Lynn Roberts,0
Declan Wood,0
Mr. Conor Jones,1
Conor Bennett,1
Dr. Clive White,0
Ms. Lynn Thomas,1
Jade Williams,0
Edward Singh,0
Dr. Kimberley Hooper,0
Clare Patel,1
Hannah Bennett,0
Gerard Hudson,1
Karen Sinclair-Grant,0
Mrs. Anne Dunn,0
Miss Diane Hunt,1
Sam Jackson,0
Clifford Kennedy,0
Julia Howard,0
James Davies,0
Jay Hurst,0
Darren Lee,0
Dale O'Sullivan,0
Howard Jennings,0
Ms. Lynn Thomas,1
Ms. Lynn Thomas,1
Mrs. Rebecca Sullivan,0
Dr. Edward Bailey,0
Mrs. Beverley Khan,1
Mrs. Beverley Khan,1
Dr. Edward Stevenson,0
Mohamed Woodward,0
Conor Bennett,0
Dean Ashton-Williams,0
Luke Wilson,1
Gillian Taylor,0
Jay Rose-Berry,1
Dr. Melanie O'Neill,0
Derek Bray-Hart,0
